period,dimension,org_level,org_code,org_name,measure1,count_of,value
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,05-09 weeks,deliveries,1520
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,10 weeks,deliveries,435
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,11 weeks,deliveries,250
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,12 weeks,deliveries,125
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,13 weeks,deliveries,70
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,14 weeks,deliveries,35
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,15-19 weeks,deliveries,85
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,20-24 weeks,deliveries,50
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,25-29 weeks,deliveries,30
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,30-34 weeks,deliveries,20
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,35-39 weeks,deliveries,15
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,40 weeks or more,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,00-04 weeks,deliveries,10
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,05-09 weeks,deliveries,1445
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,10 weeks,deliveries,680
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,11 weeks,deliveries,420
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,12 weeks,deliveries,240
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,13 weeks,deliveries,100
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,14 weeks,deliveries,45
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,15-19 weeks,deliveries,90
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,20-24 weeks,deliveries,30
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,25-29 weeks,deliveries,40
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,30-34 weeks,deliveries,35
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,35-39 weeks,deliveries,30
2019-20,GESTATIONATBOOKING,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,40 weeks or more,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,00-04 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,05-09 weeks,deliveries,40
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,10 weeks,deliveries,20
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,11 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,12 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,13 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,14 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,25-29 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,30-34 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,00-04 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,05-09 weeks,deliveries,1950
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,10 weeks,deliveries,755
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,11 weeks,deliveries,445
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,12 weeks,deliveries,250
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,13 weeks,deliveries,105
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,14 weeks,deliveries,60
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,15-19 weeks,deliveries,95
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,20-24 weeks,deliveries,45
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,25-29 weeks,deliveries,30
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,30-34 weeks,deliveries,25
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,35-39 weeks,deliveries,25
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,40 weeks or more,deliveries,10
2019-20,GESTATIONATBOOKING,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,missing value / value outside reporting parameters,deliveries,20
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,00-04 weeks,deliveries,345
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,05-09 weeks,deliveries,930
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,10 weeks,deliveries,790
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,11 weeks,deliveries,355
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,12 weeks,deliveries,210
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,13 weeks,deliveries,130
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,14 weeks,deliveries,60
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,15-19 weeks,deliveries,175
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,20-24 weeks,deliveries,60
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,25-29 weeks,deliveries,50
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,30-34 weeks,deliveries,65
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,35-39 weeks,deliveries,25
2019-20,GESTATIONATBOOKING,PROVIDER,RYJ,Imperial College Healthcare NHS Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,00-04 weeks,deliveries,5
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,05-09 weeks,deliveries,1485
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,10 weeks,deliveries,440
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,11 weeks,deliveries,260
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,12 weeks,deliveries,115
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,13 weeks,deliveries,55
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,14 weeks,deliveries,30
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,15-19 weeks,deliveries,70
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,20-24 weeks,deliveries,20
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,25-29 weeks,deliveries,15
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,30-34 weeks,deliveries,15
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,35-39 weeks,deliveries,10
2019-20,GESTATIONATBOOKING,PROVIDER,RYR,Western Sussex Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,GESTATIONATBOOKING,REGION,Y56,London,00-04 weeks,deliveries,440
2019-20,GESTATIONATBOOKING,REGION,Y56,London,05-09 weeks,deliveries,30115
2019-20,GESTATIONATBOOKING,REGION,Y56,London,10 weeks,deliveries,9465
2019-20,GESTATIONATBOOKING,REGION,Y56,London,11 weeks,deliveries,6255
2019-20,GESTATIONATBOOKING,REGION,Y56,London,12 weeks,deliveries,5340
2019-20,GESTATIONATBOOKING,REGION,Y56,London,13 weeks,deliveries,2770
2019-20,GESTATIONATBOOKING,REGION,Y56,London,14 weeks,deliveries,1525
2019-20,GESTATIONATBOOKING,REGION,Y56,London,15-19 weeks,deliveries,3735
2019-20,GESTATIONATBOOKING,REGION,Y56,London,20-24 weeks,deliveries,1560
2019-20,GESTATIONATBOOKING,REGION,Y56,London,25-29 weeks,deliveries,1165
2019-20,GESTATIONATBOOKING,REGION,Y56,London,30-34 weeks,deliveries,1045
2019-20,GESTATIONATBOOKING,REGION,Y56,London,35-39 weeks,deliveries,625
2019-20,GESTATIONATBOOKING,REGION,Y56,London,40 weeks or more,deliveries,55
2019-20,GESTATIONATBOOKING,REGION,Y56,London,missing value / value outside reporting parameters,deliveries,405
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,00-04 weeks,deliveries,85
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,05-09 weeks,deliveries,18595
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,10 weeks,deliveries,4870
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,11 weeks,deliveries,3225
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,12 weeks,deliveries,1720
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,13 weeks,deliveries,715
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,14 weeks,deliveries,340
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,15-19 weeks,deliveries,715
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,20-24 weeks,deliveries,285
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,25-29 weeks,deliveries,230
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,30-34 weeks,deliveries,235
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,35-39 weeks,deliveries,155
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,40 weeks or more,deliveries,25
2019-20,GESTATIONATBOOKING,REGION,Y58,South West,missing value / value outside reporting parameters,deliveries,880
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,00-04 weeks,deliveries,130
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,05-09 weeks,deliveries,25385
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,10 weeks,deliveries,8770
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,11 weeks,deliveries,5145
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,12 weeks,deliveries,2730
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,13 weeks,deliveries,1370
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,14 weeks,deliveries,750
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,15-19 weeks,deliveries,1360
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,20-24 weeks,deliveries,545
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,25-29 weeks,deliveries,500
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,30-34 weeks,deliveries,495
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,35-39 weeks,deliveries,645
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,40 weeks or more,deliveries,240
2019-20,GESTATIONATBOOKING,REGION,Y59,South East,missing value / value outside reporting parameters,deliveries,195
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,00-04 weeks,deliveries,305
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,05-09 weeks,deliveries,38185
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,10 weeks,deliveries,9310
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,11 weeks,deliveries,5820
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,12 weeks,deliveries,3275
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,13 weeks,deliveries,2185
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,14 weeks,deliveries,1045
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,15-19 weeks,deliveries,2225
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,20-24 weeks,deliveries,930
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,25-29 weeks,deliveries,540
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,30-34 weeks,deliveries,555
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,35-39 weeks,deliveries,460
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,40 weeks or more,deliveries,115
2019-20,GESTATIONATBOOKING,REGION,Y60,Midlands,missing value / value outside reporting parameters,deliveries,110
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,00-04 weeks,deliveries,335
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,05-09 weeks,deliveries,23540
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,10 weeks,deliveries,5455
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,11 weeks,deliveries,3230
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,12 weeks,deliveries,1625
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,13 weeks,deliveries,840
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,14 weeks,deliveries,435
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,15-19 weeks,deliveries,1080
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,20-24 weeks,deliveries,460
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,25-29 weeks,deliveries,350
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,30-34 weeks,deliveries,305
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,35-39 weeks,deliveries,250
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,40 weeks or more,deliveries,40
2019-20,GESTATIONATBOOKING,REGION,Y61,East of England,missing value / value outside reporting parameters,deliveries,105
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,00-04 weeks,deliveries,130
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,05-09 weeks,deliveries,21160
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,10 weeks,deliveries,5685
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,11 weeks,deliveries,3710
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,12 weeks,deliveries,2160
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,13 weeks,deliveries,1160
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,14 weeks,deliveries,595
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,15-19 weeks,deliveries,1385
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,20-24 weeks,deliveries,625
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,25-29 weeks,deliveries,475
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,30-34 weeks,deliveries,455
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,35-39 weeks,deliveries,295
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,40 weeks or more,deliveries,65
2019-20,GESTATIONATBOOKING,REGION,Y62,North West,missing value / value outside reporting parameters,deliveries,175
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,00-04 weeks,deliveries,235
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,05-09 weeks,deliveries,35715
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,10 weeks,deliveries,7915
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,11 weeks,deliveries,4725
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,12 weeks,deliveries,3965
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,13 weeks,deliveries,1880
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,14 weeks,deliveries,905
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,15-19 weeks,deliveries,1920
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,20-24 weeks,deliveries,885
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,25-29 weeks,deliveries,560
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,30-34 weeks,deliveries,445
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,35-39 weeks,deliveries,350
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,40 weeks or more,deliveries,105
2019-20,GESTATIONATBOOKING,REGION,Y63,North East and Yorkshire,missing value / value outside reporting parameters,deliveries,2035
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,22 weeks and under,babies,225
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,23-25 weeks,babies,590
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,26-28 weeks,babies,1160
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,29-31 weeks,babies,2310
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,32-34 weeks,babies,7120
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,35-37 weeks,babies,51450
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,38-40 weeks,babies,261645
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,41-43 weeks,babies,61005
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,44 weeks or more,babies,175
2019-20,GESTATIONATDELIVERY,ALL SUBMITTERS,ALL,ALL SUBMITTERS,Missing value / Value outside reporting parameters,babies,14910
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,23-25 weeks,babies,10
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,26-28 weeks,babies,15
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,29-31 weeks,babies,30
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,32-34 weeks,babies,50
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,35-37 weeks,babies,530
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,38-40 weeks,babies,2085
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,41-43 weeks,babies,400
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,44 weeks or more,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R0B,South Tyneside and Sunderland FT,Missing value / Value outside reporting parameters,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,23-25 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,29-31 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,32-34 weeks,babies,15
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,35-37 weeks,babies,115
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,38-40 weeks,babies,605
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,41-43 weeks,babies,140
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,44 weeks or more,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1F,Isle of Wight NHS Trust,Missing value / Value outside reporting parameters,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,22 weeks and under,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,23-25 weeks,babies,10
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,26-28 weeks,babies,20
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,29-31 weeks,babies,40
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,32-34 weeks,babies,120
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,35-37 weeks,babies,1315
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,38-40 weeks,babies,5230
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,41-43 weeks,babies,1265
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,44 weeks or more,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1H,Barts Health NHS Trust,Missing value / Value outside reporting parameters,babies,1695
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,22 weeks and under,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,23-25 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,26-28 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,29-31 weeks,babies,25
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,32-34 weeks,babies,90
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,35-37 weeks,babies,535
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,38-40 weeks,babies,3205
2019-20,GESTATIONATDELIVERY,PROVIDER,R1K,London North West University Healthcare NHS Trust,41-43 weeks,babies,685
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,22 weeks and under,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,23-25 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,26-28 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,29-31 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,32-34 weeks,babies,55
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,35-37 weeks,babies,295
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,38-40 weeks,babies,1775
2019-20,GESTATIONATDELIVERY,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,41-43 weeks,babies,345
2019-20,GESTATIONATDELIVERY,PROVIDER,RA4,Yeovil District Hospital NHS Foundation Trust,Missing value / Value outside reporting parameters,babies,1305
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,26-28 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,29-31 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,32-34 weeks,babies,20
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,35-37 weeks,babies,145
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,38-40 weeks,babies,675
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,41-43 weeks,babies,170
2019-20,GESTATIONATDELIVERY,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Missing value / Value outside reporting parameters,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,26-28 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,29-31 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,32-34 weeks,babies,35
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,35-37 weeks,babies,240
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,38-40 weeks,babies,2460
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,41-43 weeks,babies,1345
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,44 weeks or more,babies,85
2019-20,GESTATIONATDELIVERY,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Missing value / Value outside reporting parameters,babies,190
2019-20,GESTATIONATDELIVERY,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,22 weeks and under,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,23-25 weeks,babies,5
2019-20,GESTATIONATDELIVERY,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,26-28 weeks,babies,15
2019-20,GESTATIONATDELIVERY,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,29-31 weeks,babies,15
